id;name;p0;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;;;;grouped label;category
842;swimming trunks, bathing trunks;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;swimsuit, swimwear, bathing suit, swimming costume, bathing costume; ; ; ; ; ; ; ;;;;swimwear;clothing
639;maillot, tank suit;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;swimsuit, swimwear, bathing suit, swimming costume, bathing costume; ; ; ; ; ; ; ;;;;swimwear;clothing
445;bikini, two-piece;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;swimsuit, swimwear, bathing suit, swimming costume, bathing costume; ; ; ; ; ; ; ;;;;swimwear;clothing
834;suit, suit of clothes;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment; ; ; ; ; ; ; ; ;;;;swimwear;clothing
552;feather boa, boa;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;scarf; ; ; ; ; ; ; ;;;;;
824;stole;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;scarf; ; ; ; ; ; ; ;;;;;
457;bow tie, bow-tie, bowtie;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;neckwear;necktie, tie; ; ; ; ; ; ;;;;;
906;Windsor tie;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;neckwear;necktie, tie; ; ; ; ; ; ;;;;;
451;bolo tie, bolo, bola tie, bola;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;neckwear;necktie, tie; ; ; ; ; ; ;;;;;
601;hoopskirt, crinoline;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;skirt; ; ; ; ; ; ; ;;;;skirt;clothing
655;miniskirt, mini;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;skirt; ; ; ; ; ; ; ;;;;skirt;clothing
689;overskirt;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;skirt; ; ; ; ; ; ; ;;;;skirt;clothing
775;sarong;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;skirt; ; ; ; ; ; ; ;;;;;
735;poncho;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;overgarment, outer garment;cloak; ; ; ; ; ; ;;;;jacket/coat;clothing
568;fur coat;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;overgarment, outer garment;coat; ; ; ; ; ; ;;;;jacket/coat;clothing
869;trench coat;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;overgarment, outer garment;coat;raincoat, waterproof; ; ; ; ; ;;;;jacket/coat;clothing
617;lab coat, laboratory coat;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;overgarment, outer garment;coat; ; ; ; ; ; ;;;;;
841;sweatshirt;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;sweater, jumper;pullover, slipover; ; ; ; ; ; ;;;;sweatshirt;clothing
474;cardigan;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;sweater, jumper; ; ; ; ; ; ; ;;;;cardigan;clothing
614;kimono;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;robe; ; ; ; ; ; ; ;;;;;
399;abaya;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;robe; ; ; ; ; ; ; ;;;;;
610;jersey, T-shirt, tee shirt;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;shirt; ; ; ; ; ; ; ;;;;shirt;clothing
529;diaper, nappy, napkin;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment; ; ; ; ; ; ; ; ;;;;;
658;mitten;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;handwear, hand wear;glove; ; ; ; ; ; ; ;;;;;
518;crash helmet;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;helmet; ; ; ; ; ; ; ;;;;;
560;football helmet;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;helmet; ; ; ; ; ; ; ;;;;;
433;bathing cap, swimming cap;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;cap; ; ; ; ; ; ; ;;;;;
667;mortarboard;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;cap; ; ; ; ; ; ; ;;;;;
793;shower cap;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;cap; ; ; ; ; ; ; ;;;;;
452;bonnet, poke bonnet;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;hat, chapeau, lid; ; ; ; ; ; ; ;;;;hat;clothing
439;bearskin, busby, shako;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;hat, chapeau, lid; ; ; ; ; ; ; ;;;;hat;clothing
515;cowboy hat, ten-gallon hat;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;hat, chapeau, lid; ; ; ; ; ; ; ;;;;hat;clothing
808;sombrero;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;headdress, headgear;hat, chapeau, lid; ; ; ; ; ; ; ;;;;hat;clothing
638;maillot;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;footwear;hosiery, hose;tights, leotards; ; ; ; ; ; ;;;;;
806;sock;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;footwear;hosiery, hose; ; ; ; ; ; ; ;;;;;
496;Christmas stocking;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;footwear;hosiery, hose;stocking; ; ; ; ; ; ;;;;;
652;military uniform;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;uniform; ; ; ; ; ; ; ; ;;;;;
697;pajama, pyjama, pj's, jammies;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;nightwear, sleepwear, nightclothes; ; ; ; ; ; ; ; ;;;;;
608;jean, blue jean, denim;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;apparel, wearing apparel, dress, clothes;workwear; ; ; ; ; ; ; ;;;;;
578;gown;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;woman's clothing;dress, frock; ; ; ; ; ; ; ;;;;;
459;brassiere, bra, bandeau;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;woman's clothing; ; ; ; ; ; ; ; ;;;;;
715;pickelhaube;artifact, artefact;covering;protective covering, protective cover, protection;shield;plate, scale, shell;armor plate, armour plate, armor plating, plate armor, plate armour;helmet; ; ; ; ; ;;;;;
461;breastplate, aegis, egis;artifact, artefact;covering;protective covering, protective cover, protection;shield;plate, scale, shell;armor plate, armour plate, armor plating, plate armor, plate armour; ; ; ; ; ; ;;;;;
622;lens cap, lens cover;artifact, artefact;covering;protective covering, protective cover, protection;cap; ; ; ; ; ; ; ; ;;;;;
858;tile roof;artifact, artefact;covering;protective covering, protective cover, protection;roof; ; ; ; ; ; ; ; ;;;;;
538;dome;artifact, artefact;covering;protective covering, protective cover, protection;roof; ; ; ; ; ; ; ; ;;;;;
853;thatch, thatched roof;artifact, artefact;covering;protective covering, protective cover, protection;roof; ; ; ; ; ; ; ; ;;;;;
884;vault;artifact, artefact;covering;protective covering, protective cover, protection;roof; ; ; ; ; ; ; ; ;;;;;
905;window shade;artifact, artefact;covering;protective covering, protective cover, protection;blind, screen;window blind; ; ; ; ; ; ; ;;;;;
446;binder, ring-binder;artifact, artefact;covering;protective covering, protective cover, protection; ; ; ; ; ; ; ; ; ;;;;;
619;lampshade, lamp shade;artifact, artefact;covering;protective covering, protective cover, protection;shade; ; ; ; ; ; ; ; ;;;;;
669;mosquito net;artifact, artefact;covering;protective covering, protective cover, protection;screen; ; ; ; ; ; ; ; ;;;;;
904;window screen;artifact, artefact;covering;protective covering, protective cover, protection;screen; ; ; ; ; ; ; ; ;;;;;
556;fire screen, fireguard;artifact, artefact;covering;protective covering, protective cover, protection;screen; ; ; ; ; ; ; ; ;;;;;
524;cuirass;artifact, artefact;covering;protective covering, protective cover, protection;armor, armour;body armor, body armour, suit of armor, suit of armour, coat of mail, cataphract; ; ; ; ; ; ; ;;;;;
490;chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour;artifact, artefact;covering;protective covering, protective cover, protection;armor, armour;body armor, body armour, suit of armor, suit of armour, coat of mail, cataphract; ; ; ; ; ; ; ;;;;;
787;shield, buckler;artifact, artefact;covering;protective covering, protective cover, protection;armor, armour; ; ; ; ; ; ; ; ;;;;;
570;gasmask, respirator, gas helmet;artifact, artefact;covering;protective covering, protective cover, protection;mask; ; ; ; ; ; ; ; ;;;;;
796;ski mask;artifact, artefact;covering;protective covering, protective cover, protection;mask;face mask; ; ; ; ; ; ; ;;;;;
597;holster;artifact, artefact;covering;protective covering, protective cover, protection;sheath; ; ; ; ; ; ; ; ;;;;;
777;scabbard;artifact, artefact;covering;protective covering, protective cover, protection;sheath; ; ; ; ; ; ; ; ;;;;;
448;birdhouse;artifact, artefact;covering;protective covering, protective cover, protection;shelter; ; ; ; ; ; ; ; ;;;;;
442;bell cote, bell cot;artifact, artefact;covering;protective covering, protective cover, protection;shelter; ; ; ; ; ; ; ; ;;;;;
879;umbrella;artifact, artefact;covering;protective covering, protective cover, protection;shelter;canopy; ; ; ; ; ; ; ;;;;;
640;manhole cover;artifact, artefact;covering;top, cover; ; ; ; ; ; ; ; ; ;;;;;
455;bottlecap;artifact, artefact;covering;top, cover;cap; ; ; ; ; ; ; ; ;;;;;
680;nipple;artifact, artefact;covering;top, cover;cap; ; ; ; ; ; ; ; ;;;;;
721;pillow;artifact, artefact;padding, cushioning;cushion; ; ; ; ; ; ; ; ; ;;;;;
589;hand blower, blow dryer, blow drier, hair dryer, hair drier;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;dryer, drier; ; ; ; ; ; ;;;;;
786;sewing machine;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance; ; ; ; ; ; ;;;;;
606;iron, smoothing iron;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance; ; ; ; ; ; ;;;;;
550;espresso maker;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;kitchen appliance;coffee maker; ; ; ; ;;;;espresso maker;kitchen appliance
651;microwave, microwave oven;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;kitchen appliance; ; ; ; ; ;;;;microwave;kitchen appliance
544;Dutch oven;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;kitchen appliance;oven; ; ; ; ;;;;Dutch oven;kitchen appliance
766;rotisserie;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;kitchen appliance;oven; ; ; ; ;;;;rotisserie;kitchen appliance
859;toaster;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;kitchen appliance; ; ; ; ; ;;;;toaster;kitchen appliance
891;waffle iron;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;kitchen appliance; ; ; ; ; ;;;;waffle iron;kitchen appliance
882;vacuum, vacuum cleaner;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance; ; ; ; ; ; ;;;;;
534;dishwasher, dish washer, dishwashing machine;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;white goods; ; ; ; ; ;;;;;
760;refrigerator, icebox;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;white goods; ; ; ; ; ;;;;;
897;washer, automatic washer, washing machine;artifact, artefact;commodity, trade good, good;consumer goods;durables, durable goods, consumer durables;appliance;home appliance, household appliance;white goods; ; ; ; ; ;;;;;
679;necklace;artifact, artefact;decoration, ornament, ornamentation;adornment;jewelry, jewellery; ; ; ; ; ; ; ; ;;;;;
850;teddy, teddy bear;artifact, artefact;plaything, toy; ; ; ; ; ; ; ; ; ; ;;;;;
819;stage;artifact, artefact;surface;horizontal surface, level;platform; ; ; ; ; ; ; ; ;;;;;
985;daisy;organism, being;plant, flora, plant life;vascular plant, tracheophyte;spermatophyte, phanerogam, seed plant;angiosperm, flowering plant;flower; ; ; ; ; ; ;;;;;
986;yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum;organism, being;plant, flora, plant life;vascular plant, tracheophyte;spermatophyte, phanerogam, seed plant;angiosperm, flowering plant;flower;orchid, orchidaceous plant;lady's slipper, lady-slipper, ladies' slipper, slipper orchid; ; ; ; ;;;;;
996;hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa;organism, being;fungus; ; ; ; ; ; ; ; ; ; ;;;;;
995;earthstar;organism, being;fungus; ; ; ; ; ; ; ; ; ; ;;;;;
991;coral fungus;organism, being;fungus; ; ; ; ; ; ; ; ; ; ;;;;;
994;stinkhorn, carrion fungus;organism, being;fungus; ; ; ; ; ; ; ; ; ; ;;;;;
993;gyromitra;organism, being;fungus; ; ; ; ; ; ; ; ; ; ;;;;;
997;bolete;organism, being;fungus; ; ; ; ; ; ; ; ; ; ;;;;;
992;agaric;organism, being;fungus;basidiomycete, basidiomycetous fungi; ; ; ; ; ; ; ; ; ;;;;;
981;ballplayer, baseball player;organism, being;person, individual, someone, somebody, mortal, soul;contestant;athlete, jock; ; ; ; ; ; ; ; ;;;;;
983;scuba diver;organism, being;person, individual, someone, somebody, mortal, soul;explorer, adventurer;diver, frogman, underwater diver; ; ; ; ; ; ; ; ;;;;;
982;groom, bridegroom;organism, being;person, individual, someone, somebody, mortal, soul;peer, equal, match, compeer;associate;participant; ; ; ; ; ; ; ;;;;;
69;trilobite;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod; ; ; ; ; ; ; ; ;;;;;
70;harvestman, daddy longlegs, Phalangium opilio;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid; ; ; ; ; ; ; ;;;;arachnid;animal
71;scorpion;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid; ; ; ; ; ; ; ;;;;;
72;black and gold garden spider, Argiope aurantia;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid;spider; ; ; ; ; ; ;;;;arachnid;animal
